code,description,chapter,block
X02,"X020 EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: VIVIENDA OTRA CONSTRUCCION EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: X021 INSTITUCION RESIDENCIAL EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: X022 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: AREAS DE X023 DEPORTE Y ATLETISMO EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: CALLES Y X024 CARRETERAS EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: COMERCIO X025 Y AREA DE SERVICIO EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: AREA X026 INDUSTRIAL Y DE LA CONSTRUCCION X027 EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: GRANJA EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: OTRO X028 LUGAR ESPECIFICADO EXPOSICION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION: LUGAR NO X029 ESPECIFICADO EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA",X,X02
X03,"X030 NO ES EDIFICIO U OTRA CONSTRUCCION CONSTRUCCION: VIVIENDA EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X031 CONSTRUCCION: INSTITUCION RESIDENCIAL EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X032 CONSTRUCCION: ESCUELAS, OTRAS INSTITUCIONES AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X033 CONSTRUCCION: AREAS DE DEPORTE Y ATLETISMO EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X034 CONSTRUCCION: CALLES Y CARRETERAS EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X035 CONSTRUCCION: COMERCIO Y AREAS DE SERVICIO EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X036 CONSTRUCCION: AREA INDUSTRIAL Y DE LA CONSTRUCCION EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X037 CONSTRUCCION: GRANJA EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X038 CONSTRUCCION: OTRO LUGAR ESPECIFICADO EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA X039 CONSTRUCCION: LUGAR NO ESPECIFICADO EXPOSICION A IGNICION DE MATERIAL ALTAMENTE",X,X03
X04,"X040 EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: VIVIENDA INFLAMABLE EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: INSTITUCION X041 RESIDENCIAL EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: ESCUELAS, OTRAS X042 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: AREAS DE DEPORTE X043 Y ATLETISMO EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: CALLES Y X044 CARRETERAS EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: COMERCIO Y AREAS X045 DE SERVICIO EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: AREA INDUSTRIAL Y X046 DE LA CONSTRUCCION X047 EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: GRANJA EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: OTRO LUGAR X048 ESPECIFICADO EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE: LUGAR NO X049 ESPECIFICADO EXPOSICION A IGNICION O FUSION DE ROPAS DE",X,X04
X05,"X050 EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: VIVIENDA DORMIR X051 EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: INSTITUCION RESIDENCIAL EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: ESCUELAS, OTRAS X052 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: AREAS DE DEPORTE Y X053 ATLETISMO X054 EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: CALLES Y CARRETERAS EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: COMERCIO Y AREA DE X055 SERVICIOS EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: AREA INDUSTRIAL Y DE LA X056 CONSTRUCCION X057 EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: GRANJA EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: OTRO LUGAR X058 ESPECIFICADO X059 EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR: LUGAR NO ESPECIFICADO",X,X05
X06,"EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y X060 EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: VIVIENDA EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: INSTITUCION X061 RESIDENCIAL EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: ESCUELAS, X062 OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: AREAS DE X063 DEPORTE Y ATLETISMO EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: CALLES Y X064 CARRETERAS EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: COMERCIO Y X065 AREAS DE SERVICIO EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: AREA X066 INDUSTRIAL Y DE LA CONSTRUCCION X067 EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: GRANJA EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: OTRO LUGAR X068 ESPECIFICADO EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS: LUGAR NO X069 ESPECIFICADO",X,X06
X08,"EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS X080 EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: VIVIENDA EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: INSTITUCION X081 RESIDENCIAL EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: ESCUELAS, X082 OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: AREAS DE X083 DEPORTE Y ATLETISMO EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: CALLES Y X084 CARRETERAS EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: COMERCIO Y X085 AREAS DE SERVICIO EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: AREA INDUSTRIAL X086 Y DE LA CONSTRUCCION X087 EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: GRANJA EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: OTRO LUGAR X088 ESPECIFICADO EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS: LUGAR NO X089 ESPECIFICADO EXPOSICION A HUMOS FUEGOS LLAMAS NO",X,X08
X09,"X090 EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: VIVIENDA ESPECIFICADOS EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: INSTITUCION X091 RESIDENCIAL EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: ESCUELAS, OTRAS X092 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: AREAS DE DEPORTE Y X093 ATLETISMO EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: CALLES Y X094 CARRETERAS EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: COMERCIO Y AREAS X095 DE SERVICIO EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: AREA INDUSTRIAL Y X096 DE LA CONSTRUCCION X097 EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: GRANJA EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: OTRO LUGAR X098 ESPECIFICADO EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS: LUGAR NO X099 ESPECIFICADO CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR,",X,X09
X10,"X100 ACEITES PARA COCINAR, CALIENTES CALIENTES: VIVIENDA CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X101 CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X102 CALIENTES: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X103 CALIENTES: AREAS DE DEPORTE Y ATLETISMO CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X104 CALIENTES: CALLES Y CARRETERAS CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X105 CALIENTES: COMERCIO Y AREAS DE SERVICIO CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X106 CALIENTES: AREA INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X107 CALIENTES: GRANJA CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X108 CALIENTES: OTRO LUGAR ESPECIFICADO CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, X109 CALIENTES: LUGAR NO ESPECIFICADO",X,X10
X11,"CONTACTO CON AGUA CALIENTE CORRIENTE X110 CONTACTO CON AGUA CALIENTE CORRIENTE: VIVIENDA X111 CONTACTO CON AGUA CALIENTE CORRIENTE: INSTITUCION RESIDENCIAL CONTACTO CON AGUA CALIENTE CORRIENTE: ESCUELAS, OTRAS INSTITUCIONES Y X112 AREAS ADMINISTRATIVAS PUBLICAS X113 CONTACTO CON AGUA CALIENTE CORRIENTE: AREAS DE DEPORTE Y ATLETISMO X114 CONTACTO CON AGUA CALIENTE CORRIENTE: CALLES Y CARRETERAS X115 CONTACTO CON AGUA CALIENTE CORRIENTE: COMERCIO Y AREAS DE SERVICIO CONTACTO CON AGUA CALIENTE CORRIENTE: AREA INDUSTRIAL Y DE LA X116 CONSTRUCCION X117 CONTACTO CON AGUA CALIENTE CORRIENTE: GRANJA X118 CONTACTO CON AGUA CALIENTE CORRIENTE: OTRO LUGAR ESPECIFICADO X119 CONTACTO CON AGUA CALIENTE CORRIENTE: LUGAR NO ESPECIFICADO",X,X11
X12,"CONTACTO CON OTROS LIQUIDOS CALIENTES X120 CONTACTO CON OTROS LIQUIDOS CALIENTES: VIVIENDA X121 CONTACTO CON OTROS LIQUIDOS CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON OTROS LIQUIDOS CALIENTES: ESCUELAS, OTRAS INSTITUCIONES Y X122 AREAS ADMINISTRATIVAS PUBLICAS X123 CONTACTO CON OTROS LIQUIDOS CALIENTES: AREAS DE DEPORTE Y ATLETISMO X124 CONTACTO CON OTROS LIQUIDOS CALIENTES: CALLES Y CARRETERAS X125 CONTACTO CON OTROS LIQUIDOS CALIENTES: COMERCIO Y AREAS DE SERVICIO CONTACTO CON OTROS LIQUIDOS CALIENTES: AREA INDUSTRIAL Y DE LA X126 CONSTRUCCION X127 CONTACTO CON OTROS LIQUIDOS CALIENTES: GRANJA X128 CONTACTO CON OTROS LIQUIDOS CALIENTES: OTRO LUGAR ESPECIFICADO X129 CONTACTO CON OTROS LIQUIDOS CALIENTES: LUGAR NO ESPECIFICADO CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES",X,X12
X13,"X130 CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: VIVIENDA CALIENTES CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: INSTITUCION X131 RESIDENCIAL CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: ESCUELAS, OTRAS X132 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: AREAS DE X133 DEPORTE Y ATLETISMO CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: CALLES Y X134 CARRETERAS CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: COMERCIO Y AREAS X135 DE SERVICIO CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: AREA INDUSTRIAL Y X136 DE LA CONSTRUCCION X137 CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: GRANJA CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: OTRO LUGAR X138 ESPECIFICADO CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES: LUGAR NO X139 ESPECIFICADO",X,X13
X14,"CONTACTO CON AIRE Y GASES CALIENTES X140 CONTACTO CON AIRE Y GASES CALIENTES: VIVIENDA X141 CONTACTO CON AIRE Y GASES CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON AIRE Y GASES CALIENTES: ESCUELAS, OTRAS INSTITUCIONES Y X142 AREAS ADMINISTRATIVAS PUBLICAS X143 CONTACTO CON AIRE Y GASES CALIENTES: AREAS DE DEPORTE Y ATLETISMO X144 CONTACTO CON AIRE Y GASES CALIENTES: CALLES Y CARRETERAS X145 CONTACTO CON AIRE Y GASES CALIENTES: COMERCIO Y AREAS DE SERVICIO CONTACTO CON AIRE Y GASES CALIENTES: AREA INDUSTRIAL Y DE LA X146 CONSTRUCCION X147 CONTACTO CON AIRE Y GASES CALIENTES: GRANJA X148 CONTACTO CON AIRE Y GASES CALIENTES: OTRO LUGAR ESPECIFICADO X149 CONTACTO CON AIRE Y GASES CALIENTES: LUGAR NO ESPECIFICADO",X,X14
X15,"CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES X150 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: VIVIENDA X151 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: ESCUELAS, OTRAS X152 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: AREAS DE DEPORTE Y X153 ATLETISMO X154 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: CALLES Y CARRETERAS CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: COMERCIO Y AREAS DE X155 SERVICIO CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: AREA INDUSTRIAL Y DE LA X156 CONSTRUCCION X157 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: GRANJA X158 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES OTRO LUGAR ESPECIFICADO: X159 CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES: LUGAR NO ESPECIFICADO CONTACTO CON RADIADORES, CAÑERIAS Y CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION,",X,X15
X16,"X160 ARTEFACTOS PARA CALEFACCION, CALIENTES CALIENTES: VIVIENDA CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X161 CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X162 CALIENTES: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X163 CALIENTES: AREAS DE DEPORTE Y ATLETISMO CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X164 CALIENTES: CALLES Y CARRETERAS CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X165 CALIENTES: COMERCIO Y AREAS DE SERVICIO CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X166 CALIENTES: AREA INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X167 CALIENTES: GRANJA CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X168 CALIENTES: OTRO LUGAR ESPECIFICADO CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION, X169 CALIENTES: LUGAR NO ESPECIFICADO",X,X16
X17,"CONTACTO CON MAQUINAS, MOTORES Y X170 CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: VIVIENDA CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: INSTITUCION X171 RESIDENCIAL CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: ESCUELAS, X172 OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: AREAS DE X173 DEPORTE Y ATLETISMO CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: CALLES Y X174 CARRETERAS CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: COMERCIO Y X175 AREAS DE SERVICIO CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: AREA X176 INDUSTRIAL Y DE LA CONSTRUCCION X177 CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: GRANJA CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: OTRO LUGAR X178 ESPECIFICADO CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES: LUGAR NO X179 ESPECIFICADO",X,X17
X18,"CONTACTO CON OTROS METALES CALIENTES X180 CONTACTO CON OTROS METALES CALIENTES: VIVIENDA X181 CONTACTO CON OTROS METALES CALIENTES: INSTITUCION RESIDENCIAL CONTACTO CON OTROS METALES CALIENTES: ESCUELAS, OTRAS INSTITUCIONES Y X182 AREAS ADMINISTRATIVAS PUBLICAS X183 CONTACTO CON OTROS METALES CALIENTES: AREAS DE DEPORTE Y ATLETISMO X184 CONTACTO CON OTROS METALES CALIENTES: CALLES Y CARRETERAS X185 CONTACTO CON OTROS METALES CALIENTES: COMERCIO Y AREAS DE SERVICIO CONTACTO CON OTROS METALES CALIENTES: AREA INDUSTRIAL Y DE LA X186 CONSTRUCCION X187 CONTACTO CON OTROS METALES CALIENTES: GRANJA X188 CONTACTO CON OTROS METALES CALIENTES: OTRO LUGAR ESPECIFICADO X189 CONTACTO CON OTROS METALES CALIENTES: LUGAR NO ESPECIFICADO CONTACTO CON OTRAS SUSTANCIAS CALIENTES Y LAS",X,X18
X19,"X190 CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: VIVIENDA NO ESPECIFICADAS CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: X191 INSTITUCION RESIDENCIAL CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: X192 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: AREAS X193 DE DEPORTE Y ATLETISMO CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: CALLES X194 Y CARRETERAS CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: X195 COMERCIO Y AREAS DE SERVICIO CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: AREA X196 INDUSTRIAL Y DE LA CONSTRUCCION X197 CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: GRANJA CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: OTRO X198 LUGAR ESPECIFICADO CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS: LUGAR X199 NO ESPECIFICADO",X,X19
X20,"CONTACTO TRAUMATICO CON SERPIENTES Y X200 CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: VIVIENDA CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: INSTITUCION X201 RESIDENCIAL CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: ESCUELAS, X202 OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: AREAS DE X203 DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: CALLES Y X204 CARRETERAS CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: COMERCIO Y X205 AREAS DE SERVICIO CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: AREA X206 INDUSTRIAL Y DE LA CONSTRUCCION X207 CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: GRANJA CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: OTRO LUGAR X208 ESPECIFICADO CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS: LUGAR NO X209 ESPECIFICADO",X,X20
X21,"CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS X210 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: VIVIENDA X211 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: ESCUELAS, OTRAS X212 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: AREAS DE DEPORTE Y X213 ATLETISMO X214 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: CALLES Y CARRETERAS CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: COMERCIO Y AREAS DE X215 SERVICIO CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: AREA INDUSTRIAL Y DE LA X216 CONSTRUCCION X217 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: GRANJA X218 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: OTRO LUGAR ESPECIFICADO X219 CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS: LUGAR NO ESPECIFICADO",X,X21
X22,"CONTACTO TRAUMATICO CON ESCORPION X220 CONTACTO TRAUMATICO CON ESCORPION: VIVIENDA X221 CONTACTO TRAUMATICO CON ESCORPION: INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON ESCORPION: ESCUELAS, OTRAS INSTITUCIONES Y X222 AREAS ADMINISTRATIVAS PUBLICAS X223 CONTACTO TRAUMATICO CON ESCORPION: AREAS DE DEPORTE Y ATLETISMO X224 CONTACTO TRAUMATICO CON ESCORPION: CALLES Y CARRETERAS X225 CONTACTO TRAUMATICO CON ESCORPION: COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON ESCORPION: AREA INDUSTRIAL Y DE LA X226 CONSTRUCCION X227 CONTACTO TRAUMATICO CON ESCORPION: GRANJA X228 CONTACTO TRAUMATICO CON ESCORPION: OTRO LUGAR ESPECIFICADO X229 CONTACTO TRAUMATICO CON ESCORPION: LUGAR NO ESPECIFICADO CONTACTO TRAUMATICO CON AVISPAS, AVISPONES Y",X,X22
X23,"X230 CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: VIVIENDA ABEJAS CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: INSTITUCION X231 RESIDENCIAL CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: ESCUELAS, OTRAS X232 INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: AREAS DE DEPORTE Y X233 ATLETISMO CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: CALLES Y X234 CARRETERAS CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: COMERCIO Y AREAS X235 DE SERVICIO CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: AREA INDUSTRIAL Y DE X236 LA CONSTRUCCION X237 CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: GRANJA CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: OTRO LUGAR X238 ESPECIFICADO CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS: LUGAR NO X239 ESPECIFICADO CONTACTO TRAUMATICO CON CENTIPODOS Y CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS",X,X23
